user,text,compound analysis,positive analysis,negative analysis,neutral analysis
@CBS,Lather. Stream. Repeat. Watch soaps 24/7 with #CBSAllAccess. Try 1 week FREE: https://t.co/6dDTBrAuq9 https://t.co/EJeJmQ0S3P,0.6166,0.252,0,0.748
@CBS,"RT @SEALTeamCBS: ""We’re going to tell stories about the toll it takes on the people who do this work."" - Sarah Timberman, Executive Produce…",0,0,0,1
@CBS,RT @SalvationCBS: Who can you trust when the fate of the world is at stake? ☄️ Take a sneak peek at what's coming this season on #Salvation…,0.5106,0.117,0,0.883
@CBS,RT @AmazingRaceCBS: Congratulations to the #AmazingRace for their #Emmys nomination in the category of Outstanding Reality-Competition Prog…,0.836,0.345,0,0.655
@CBS,"RT @SalvationCBS: The future of humanity is in jeopardy. #Salvation premieres Wednesday, July 12th at 9/8c on @CBS. https://t.co/YUuhfAgVBB",-0.4767,0,0.147,0.853
@CBS,RT @CandyCrushCBS: Everything you love about Candy Crush gets super-sized on July 9th. 🍥 #CandyCrushCBS https://t.co/0uvTsTWEtg,0.5574,0.223,0.085,0.691
@CBS,Down to catch up? Every episode from the latest season of #H50 is streaming now. Try 1 week FREE w/ #CBSAllAccess:… https://t.co/7LGwBdcHCI,0.6166,0.168,0,0.832
@CBS,RT @CandyCrushCBS: Did you know... 🌛 #CandyCrushCBS https://t.co/90GYziaQug,0,0,0,1
@CBS,Christopher Ashley wins Best Direction of a Musical. #TonyAwards2017 @wecomefromaway https://t.co/ivvfCssmA0,0.836,0.497,0,0.503
@CBS,A beautiful and emotional performance. 🎶 @MissSaigonUS #TonyAwards2017 https://t.co/UuAhZoeOFJ,0.6705,0.524,0,0.476
@CBS,"RT @SalvationCBS: Say your prayers. The sky is falling. #Salvation is a new suspense thriller coming to @CBS on Wednesday, July 12. https:/…",-0.0516,0.061,0.07,0.87
@CBS,"Yes, it's true! Every episode from the latest season of #Scorpion is streaming now. Try 1 week FREE w/… https://t.co/G4AoIRoDc2",0.8697,0.38,0,0.62
@CBS,RT @NCISLA: Take a look back at everything that led up to the latest major #Densi moment on #NCISLA: https://t.co/dLdBf0b0WR https://t.co/R…,0,0,0,1
@CBS,Get familiar with the cast of the new CBS shows before the upcoming fall season. See all photos:… https://t.co/Ng9k95xguF,0,0,0,1
@CBS,Lucy is California dreaming... in color! Watch the colorized Hollywood episodes in 'The New I Love Lucy Superstar S… https://t.co/5Gk58tWG1D,0.6696,0.2,0,0.8
@CBS,"Kick off tonight’s #TheGreatIndoors finale with the cast, and @etnow’s @leanneaguilera! Watch LIVE now:… https://t.co/mbAPooO4xS",0,0,0,1
@CBS,Stream FULL seasons of current hit shows with 1 month FREE of #CBSAllAccess. Use code STREAMITALL by 5/8:… https://t.co/cR8PqVrsHZ,0.6166,0.192,0,0.808
@CBS,"RT @NCISLA: They'll do anything to find the truth. Watch #NCISLA tonight after 60 Minutes, or stream it with @CBS All Access: https://t.co/…",0.3182,0.095,0,0.905
@CBS,RT @sandylkoch: Yesssssss Barry! !! #BeeGees,0,0,0,1
@CBS,Beautiful way to honor the #BeeGees. #GRAMMYSalute https://t.co/6kWPBdIh4L,0.7964,0.542,0,0.458
@CBS,RT @ksb1908: I'm a #fan. I ❤️ the #beegees!,0,0,0,1
@CBS,#TBT to the days of disco fever! Celebrate the #BeeGees w/ @LittleBigTown when they perform a special tribute this… https://t.co/MbZxZvQ2t7,0.7712,0.282,0,0.718
@CBS,Only 1 episode left this season! Stream episode 9 of @TheGoodFight now on #CBSAllAccess: https://t.co/9MnQAAJN3Y https://t.co/kmB6wQXfl9,0,0,0,1
@CBS,The NCAA Championship is here! Don’t miss college basketball today on CBS! Stream it LIVE. Check your local listing… https://t.co/FrzpR6FRd5,0.4374,0.151,0.069,0.78
@CBS,Cole Swindell and Dierks Bentley are having a ball on stage! #ACMs https://t.co/aiLoMVnUJZ,0,0,0,1
@CBS,.@DierksBentley lights up the #ACMs stage! https://t.co/nu4BoU1leQ,0,0,0,1
@CBS,"Get ready for #ACMs with an unlimited look into @MarenMorris, winner of New Female Vocalist of the Year, pres. by… https://t.co/oiZ8DheuuM",0.743,0.249,0,0.751
@CBS,"Join @MaddieandTae for one big country music family reunion at the #ACMs Sunday, April 2 on CBS and CBS All Access.… https://t.co/2dzpsGqKNo",0.296,0.099,0,0.901
@CBS,"RT @CandyCrushCBS: The sweet, new summer game show is coming to @CBS​ this July. #CandyCrushCBS https://t.co/Tjaf5ETNUr",0.4588,0.167,0,0.833
@CBS,Watch new episodes of @TheGoodFight every Sunday. Stream episodes 1-6 now on #CBSAllAccess: https://t.co/CwMHpbKkhb https://t.co/xJV7BqZPsJ,0,0,0,1
@CBS,RT @AmazingRaceCBS: It's the moment you've been waiting for! Meet the cast of The #AmazingRace Season 29: https://t.co/6nRggDIsvX https://t…,0,0,0,1
@CBS,RT @MomCBS: Bonnie helps Christy after a car accident in tonight's all-new #Mom. Sneak a peek now: https://t.co/E1PzGPQ5io https://t.co/TR9…,-0.128,0.126,0.15,0.725
@CBS,RT @survivorcbs: This isn't his first rodeo. #SurvivorGameChangers #Survivor500 https://t.co/xC9FLuEgJg,0,0,0,1
@CBS,Do you remember? Dramatic Series Premieres That Grabbed Us And Didn't Let Go: https://t.co/fMUmOBm1jk https://t.co/oLMHa4RBK2,0,0,0,1
@CBS,RT @LisaScottoline: Wow! @thegoodfight is off to a great start and Christine Baranski is great! #theGoodFight,0.9272,0.512,0,0.488
@CBS,"RT @thegoodfight: ""Having the spinoff on CBS All Access was a logical progression for The Good Wife."" -Christine Baranski #TheGoodFight htt…",0.4404,0.132,0,0.868
@CBS,Watch @BrunoMars perform his funky new single at the #GRAMMYs: https://t.co/wZw8Is07ua https://t.co/KIiaI5vtsC,-0.1027,0,0.113,0.887
@CBS,This is not your traditional wedding anniversary gift. #GRAMMYs https://t.co/RdigUsNHCD,0.4404,0.244,0,0.756
@CBS,🎶 @twentyonepilots win the Best Pop Duo/Group Performance #GRAMMYs See who’s won so far https://t.co/t67dXkqIPQ 🎶 https://t.co/MZek7H6a5b,0.9136,0.494,0,0.506
@CBS,Why @Adele is queen of social media 👑:: https://t.co/MSah03ujYq. Don't miss her perform live at the #GRAMMYs Sun Fe… https://t.co/ci1sjq74QW,0.1139,0.071,0,0.929
@CBS,Congratulations to the #ArtistOfTomorrow winner @DrakeWhite! Watch him perform Feb 12 at https://t.co/ZRkGPtyAMq. https://t.co/cMe5pb7Hhp,0.8398,0.4,0,0.6
@CBS,RT @CodeBlackCBS: .@MGH_8 @RobLowe @BorisKodjoe &amp; @william_a_young talk #CodeBlack's season finale w/ EP @michaelseitzman. Watch now https:…,0,0,0,1
@CBS,RT @BlueBloods_CBS: Will Frank release a killer in order to stop the violence? Don't miss #BlueBloods tonight at 10/9c on @CBS: https://t.c…,-0.8795,0.05,0.365,0.585
@CBS,"RT @TrainingDayCBS: #TrainingDay Social Poll #7 📊

Would you ever take justice into your own hands if there was no other way?",0.296,0.138,0.089,0.772
@CBS,Get ready for the hottest collaborations of the year when these superstars team up for the 2017 #GRAMMY awards.… https://t.co/j2mvkYgT1Y,0.3612,0.116,0,0.884
@CBS,RT @THEGaryBusey: #Hunted was interesting to watch. My wife loved it.,0.765,0.423,0,0.577
@CBS,Stream the Presidential Inauguration LIVE on CBSN &amp; watch as President-elect Donald Trump takes the oath of office:… https://t.co/2dtF6hrpxz,0,0,0,1
@CBS,Get a peak backstage at the People’s Choice Awards with CBS #PCAs https://t.co/TKGdxoFChe,0.4588,0.214,0,0.786
@CBS,RT @peopleschoice: The #PCAs red carpet is in full swing! See the action on our Facebook LIVE &amp; with @Christine_Ko's BTS pics on our Instag…,0,0,0,1
@CBS,71st annual @TheTonyAwards will return to Radio City Music Hall in NYC on June 11th! https://t.co/fTVLmgSU4g https://t.co/Nd7F9b5inc,0,0,0,1
@CBS,"The next chapter of #TheGoodWife story begins. @TheGoodFight premieres Sunday, February 19. https://t.co/WuGP7pyi2D https://t.co/rbu9H5NKZl",0,0,0,1
@CBS,"RT @TrainingDayCBS: In 1 MONTH, return to the streets of LA in the series premiere of #TrainingDay. 👊 February 2 on #CBS. https://t.co/H25F…",0,0,0,1
@CBS,RT @marcusuntrell: #MarthaArgerich is being honored now! #KCHonors @kencen,0.6239,0.338,0,0.662
@CBS,RT @SurfBelle2: Wonderful tribute to James Taylor and we could all sing along. Great start to #KCHonors @CBS @KenCen,0.8316,0.315,0,0.685
@CBS,Give yourself the gift of streaming by signing up for #CBSAllAccess. Try one week free now: https://t.co/TkjUI80EKz https://t.co/n5XF92S0gd,0.7351,0.279,0,0.721
@CBS,Michelle Obama discusses the impact that military families had on her as First Lady. Watch LIVE now… https://t.co/hYTGfkzVuP,0,0,0,1
@CBS,"Oh, what fun it is to stream! Catch up on last night's #BigBangTheory episode + many more with #CBSAllAccess:… https://t.co/4szpMmtFXY",0.5562,0.166,0,0.834
@CBS,RT @HawaiiFive0CBS: How did he know where the body was buried? Check out this #H50 sneak peek. https://t.co/5vjefmaT3J,0,0,0,1
@CBS,"This Bright Night look contains over 450,000 Swarovski crystals #VSFashionShow @JosephinSkriver https://t.co/znquxbTPSz",0.4404,0.209,0,0.791
@CBS,See what it’s like to be a first-timer on the #VSFashionShow runway https://t.co/528IRj0hUa @LilyAldridge https://t.co/kVJNBiDNrw,0.3612,0.161,0,0.839
@CBS,The Victoria’s Secret Fashion Show starts NOW! Watch TV’s sexiest night live w/ CBS All Access… https://t.co/9xvluCg81x,0,0,0,1
@CBS,"NFL comes to #CBSAllAccess starting Sunday, Dec. 4, 2016: https://t.co/OnAgKVajoS https://t.co/Tmm6Cww2cS",0,0,0,1
@CBS,Kick off your weekend with everyone’s favorite snowman! #FrostyTheSnowman starts now! https://t.co/07Wo27cOor,0.555,0.246,0,0.754
@CBS,RT @CrimMinds_CBS: Catch up on last night's full episode of #CriminalMinds now: https://t.co/9cix9D9qA3 https://t.co/TELvue1RaB,0,0,0,1
@CBS,"RT @CBSBigBrother: For a limited time only, watch the premiere episode of @BBOverTheTop for FREE: https://t.co/vvN5psWP9H #BBOTT https://t.…",0.4824,0.193,0.091,0.717
@CBS,It's not always easy to predict a blindside on @survivorcbs. Pretty sure nobody saw THAT one coming:… https://t.co/XI97NBF3Nd,0.4756,0.251,0.11,0.639
@CBS,"Due 2 #NFL game,#60Mins #NCISLA #MadamSecretary #Elementary delayed 38mins ONLY in Charlotte,NewOrleans,Houston,Omaha,states of E MI,SD,ND.",-0.2263,0,0.137,0.863
@CBS,RT @ScorpionCBS: #TeamScorpion settles in for a long night inside the Los Angeles Natural History Museum. Sneak Peek: https://t.co/0QNLNp3z…,0.3612,0.128,0,0.872
@CBS,RT @PriceIsRight: TODAY: 3 lucky contestants spun $1... and then the Internet lost its mind. WATCH: https://t.co/JR3Ax1OHYy https://t.co/tR…,0.128,0.139,0.114,0.746
@CBS,Walter showed off his moves on last night's @ScorpionCBS. Watch the latest episode: https://t.co/GeSzqykRZQ https://t.co/RBlChGM1LR,0,0,0,1
@CBS,Team @ScorpionCBS is back in action. Watch the season premiere tonight or stream it live with #CBSAllAccess:… https://t.co/RRos3Cy2yu,0,0,0,1
@nytimes,"Our photojournalist took a 3-month, 12,000-mile journey through Australia’s outback. Here's what he saw.… https://t.co/aBA8AAv5yO",0,0,0,1
@nytimes,These videos include graphic scenes of violence and have sparked outrage over police treatment of black people https://t.co/OnlhCw04E1,-0.8126,0,0.316,0.684
@nytimes,"Read our spoiler-free guide to all things ""Star Wars: The Last Jedi."" Or don't. We're not your father. https://t.co/TJqo3ARbTa",-0.5574,0,0.167,0.833
@nytimes,"Best known for heading the team that produced The Times’s “innovation report” in 2014, A. G. Sulzberger will be the… https://t.co/mMjKI1B00T",0.6369,0.174,0,0.826
@nytimes,Opinion: The politics of #HimToo https://t.co/6Kan9DNd5g,0,0,0,1
@nytimes,"RT @NeilMacFarquhar: #Putin: US accusations of Russian meddling is ""hysteria,"" not least given the tiny numbers and small footprint of RT n…",-0.3182,0,0.099,0.901
@nytimes,"“You may remember when you were a little kid, your dad took care of my Beau,” Joe Biden said to Meghan McCain in a… https://t.co/MIZLytMAHZ",0.4939,0.122,0,0.878
@nytimes,"How the tide turned against Roy Moore in Alabama
https://t.co/EwsVg7LVfz",0,0,0,1
@nytimes,"“I gave up something that I loved to do. I erased myself,” Drew Dixon said. Now, “I want people to know why.” https://t.co/1cFH1oC8xG",0.6369,0.215,0,0.785
@nytimes,RT @nytimesworld: President Jacob Zuma of South Africa suffered a stinging legal defeat in his attempt to block a corruption inquiry agains…,-0.8225,0.056,0.342,0.602
@nytimes,But the reviews were not uniformly positive. @blowryontv of @CNN said the film “feels like a significant letdown.”… https://t.co/f9dj6vTHNM,0.0966,0.193,0.132,0.675
@nytimes,"""I took action."" Ridley Scott talks about reshooting ""All the Money in the World,"" featuring Christopher Plummer in… https://t.co/ZyUaAlUWQK",0,0,0,1
@nytimes,"""Decency wins,"" Jeff Flake tweeted. A roundup of reactions after the Alabama election: https://t.co/YtmeWhIFTu",0,0,0,1
@nytimes,"The pain ultimately eases, almost without you noticing it. But it still slaps back. https://t.co/Q9lFyyAcro

This w… https://t.co/5fWbRrbqQF",-0.25,0.106,0.153,0.741
@nytimes,"RT @nytpolitics: “At the end of the day, this entire race has been about dignity and respect,"" Doug Jones said during his remarks. ""This ca…",0.4019,0.101,0,0.899
@nytimes,Our reporter @alexburnsNYT goes through all the decisions made by the GOP that led to Alabama's special election https://t.co/bT8D3KSbaX,0.4019,0.13,0,0.87
@nytimes,The best pop and jazz albums of 2017 https://t.co/6HJtJSUgu1,0.6369,0.344,0,0.656
@nytimes,"The Alabama Senate candidates, Roy Moore (on horseback) and Doug Jones, cast their votes https://t.co/dvhinGCV0F https://t.co/VGyIosWygg",0,0,0,1
@nytimes,The best albums of 2017 https://t.co/maaPpNFXUI,0.6369,0.457,0,0.543
@nytimes,"Ed Lee, a civil rights lawyer who became the first Asian-American to be elected as mayor of San Francisco, has died… https://t.co/bO5myX6JgF",0,0,0,1
@nytimes,A Chinese county is constructing refugee camps for the North Koreans it fears may soon flood its border https://t.co/rg6gmldA47,-0.4215,0,0.141,0.859
@nytimes,A peek into the inner workings of Rep. Blake Farenthold's office reveals what former aides call a hostile workplace… https://t.co/FtJ9KAycc1,-0.3818,0,0.133,0.867
@nytimes,"Excited about ""The Crown""? Here's where to watch more movies and TV series about British history. https://t.co/bDlURur4jE",0.34,0.13,0,0.87
@nytimes,EU leaders rejected Benjamin Netanyahu's request to recognize Jerusalem as Israel's capital https://t.co/hhtb86qwMF,-0.5106,0,0.216,0.784
@nytimes,"Traditional sexual harassment trainings can backfire, but there are approaches that have been proven effective https://t.co/vyVGdsGCwl",0.4404,0.203,0.11,0.686
@nytimes,“The whole game has shifted.” New York and its suburbs are pondering the financial hit to the region from the Repub… https://t.co/rvC3iLSpzg,0,0,0,1
@nytimes,"RT @NYTHealth: Despite the progress we’ve made, a doctor with a disability is still an extremely rare sight https://t.co/Y1mZkNS2Dq",0.4215,0.149,0,0.851
@nytimes,Op-Ed Columnist: Susan Collins and the Duping of Centrists https://t.co/sGjJ28NHxJ,0,0,0,1
@nytimes,Sometimes it’s hard to keep track of what’s arriving when. But we’re here to help. https://t.co/peCXk6zyrC,0.3182,0.149,0.077,0.773
@nytimes,At center stage of what looked like a Nine Inch Nails concert was Taylor Swift https://t.co/ByBFKKZWg1,0.5106,0.249,0,0.751
@nytimes,"Trump sees the presidency as a prize he must fight to protect every waking moment, and Twitter is his Excalibur… https://t.co/6aEvx25mLU",0.5106,0.231,0.102,0.667
@nytimes,Older Venezuelans who have migrated say that arguably the biggest hardship is starting over in their sunset years https://t.co/Z9RfqIqtuH,-0.5106,0,0.202,0.798
@nytimes,"On Washington: How Arctic Drilling, Stymied for Decades, Made Surprise Return in Tax Bill https://t.co/VI6u4ctFHB",0.2732,0.13,0,0.87
@nytimes,RT @AKannapell: What We’re Reading: a rich range of recommendations via @AnnaDubenko @rodnordland @tripgabriel @Lyrichnyc @prashantrao @lia…,0.5574,0.194,0,0.806
@nytimes,"RT @dionnesearcey: “The soldiers would come and hold me so tight,"" a 13-year-old girl told me, describing how she was raped at a camp after…",-0.6808,0,0.173,0.827
@nytimes,“I look at it as God just gave me a fight to beat. I’m beating it.” https://t.co/ih6sLp66zF,-0.5423,0.101,0.271,0.628
@nytimes,"29,000 square feet. 400 employees. Hundreds of coffee drinkers. A look inside the largest Starbucks in the world: https://t.co/DWLmMNs8c4",0,0,0,1
@nytimes,"Modern Love: ""At work, vulnerability led to failure, but in love, vulnerability is the only way forward"" https://t.co/QmUHcVfm4c",0.6652,0.307,0.218,0.475
@nytimes,Justice Department appears to be laying the groundwork for an investigation into the transfer of fetal tissue by ab… https://t.co/Oq6ks3I8Wo,0.5267,0.152,0,0.848
@nytimes,RT @marclacey: The death toll from Hurricane Maria in Puerto Rico is officially 62. Data compiled by @nytimes puts it higher--much higher.…,-0.5994,0,0.157,0.843
@nytimes,"He readied his live shot and descended to an altitude of 1,500 feet. Into the smoke. https://t.co/jup7Zuz98p",0,0,0,1
@nytimes,Opinion: There was no peace process for Trump to destroy https://t.co/iCJlhcYi30,-0.296,0.203,0.331,0.465
@nytimes,Nearly every former U.S. ambassador to Israel disagrees with President Trump’s Jerusalem decision https://t.co/iEDfae9SAp,-0.3182,0,0.15,0.85
@nytimes,"Daniel Kaluuya: https://t.co/elYxTDv46j 

Brooklynn Prince: https://t.co/OCvB3tdPXD 

Jake Gyllenhaal:… https://t.co/4Nm1wzFaKV",0,0,0,1
@nytimes,Congress averted a government shutdown by approving a stopgap spending bill that will keep things running for 2 wee… https://t.co/3HIwUPBvGQ,-0.0772,0,0.075,0.925
@nytimes,Where to stream some of the best movies of 2017 https://t.co/RBUxHwN2zk,0.6369,0.296,0,0.704
@nytimes,RT @JohnBranchNYT: I'm looking for things to smile about. This did it. https://t.co/MLMdsFVdgI,0.3612,0.172,0,0.828
@nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/Niz00OCXXs https://t.co/DPbIT6cT4B,0,0,0,1
@nytimes,Hundreds of bullet-ridden reindeer skulls were strung up outside Norway's Parliament https://t.co/unXmmB2ePa,0,0,0,1
@nytimes,"For Trump, Jerusalem's status was always more a political imperative than a diplomatic dilemma, @MarkLandler writes https://t.co/J3RXvcTAyH",-0.1779,0,0.108,0.892
@nytimes,The best movies of 2017 https://t.co/ToMngMpdxc,0.6369,0.457,0,0.543
@nytimes,How did Yemen fall so far and so fast into crisis? https://t.co/FBuFT06zl8,-0.6557,0,0.284,0.716
@nytimes,"RT @VivianHYee: I did some moonlighting for the Culture desk to bring you TRANSPARENT news: Jeffrey Tambor isn't quitting, but the sexual h…",0,0,0,1
@nytimes,How Amazon enabled a wave of cheap consumer devices https://t.co/cOOjP9gZpv,0.1779,0.175,0,0.825
@nytimes,The White House political affairs office has been effectively replaced by Trump and his Twitter account  https://t.co/qF8krCNu4U,0.4404,0.153,0,0.847
@nytimes,"RT @nytimesworld: When Toblerone reconfigured its chocolate bar, a British chain released a rival, Twin Peaks. (Lawyers were called.) https…",0,0,0,1
@nytimes,"RT @sewellchan: No, Jerusalem hasn’t been continuously fought over for millennia. The present conflict has roots in 20th-c colonialism and…",-0.7003,0,0.286,0.714
@nytimes,Evening Briefing: Here's what you need to know at the end of the day https://t.co/Uvxy1g0WJr,0,0,0,1
@nytimes,"Jerusalem has long been contested by Jews, Christians, Muslims and external powers. Its future remains far from cle… https://t.co/SX7I1jN81R",0,0,0,1
@nytimes,"A former president of Georgia led protests after escaping arrest in Ukraine, in part by threatening to jump from a… https://t.co/Iltuc3FqyI",-0.7579,0.048,0.309,0.643
@nytimes,Among the tax bill’s biggest losers: Blue state taxpayers https://t.co/RotX78XqlL https://t.co/yBIFMqeu2E,-0.5267,0,0.254,0.746
@nytimes,"Facebook has introduced a new app for children 13 and under, provoking a debate among families https://t.co/STd7hbjpo6",-0.2023,0,0.114,0.886
@nytimes,The best TV shows of 2017 https://t.co/5YzUjvik4L,0.6369,0.412,0,0.588
@nytimes,Where to watch the best TV shows of 2017 https://t.co/nfhWhwsCLe,0.6369,0.318,0,0.682
@nytimes,He drew a school shooting on his stepchild's homework assignment. He has been charged with a second-degree felony. https://t.co/9IkwRXCjS4,-0.6486,0,0.261,0.739
@nytimes,A dying man had “do not resuscitate” tattooed on his chest. Doctors said it “produced more confusion than clarity.” https://t.co/Ltnl4ZISI1,-0.3597,0,0.122,0.878
@nytimes,"Breaking News: Yemen's ex-president has been killed, reports say. His death could escalate a Saudi-Iran proxy war t… https://t.co/bExWXMHWo8",-0.9231,0,0.451,0.549
@nytimes,"The drills include attacks on mock North Korean nuclear and missile targets, South Korea's military said https://t.co/GJ4bFw9cVG",-0.6908,0,0.275,0.725
@nytimes,Why Western leaders' best plan for isolating far-right parties might just make them stronger https://t.co/IPZPcoQN6S,0.8591,0.442,0,0.558
@nytimes,"In Japan, the most rapidly aging society, the elderly often live, and die, alone. They're called ""lonely deaths."" https://t.co/89CgY3cozn",-0.8126,0,0.344,0.656
@nytimes,“Coco” has passed $100 million in total grosses https://t.co/BJuPKAwIl4,-0.2023,0,0.184,0.816
@nytimes,"Republicans who despise Roy Moore may vote for him anyway in Alabama, solely because he isn’t a Democrat https://t.co/L4i7yh0qk5",-0.34,0,0.124,0.876
@nytimes,The FBI agent was cut from the Russia inquiry in the summer over possible anti-Trump views expressed in text messag… https://t.co/9uAlQ7Vwb2,-0.2732,0,0.095,0.905
@nytimes,Phys Ed: How Running May or May Not Help the Heart https://t.co/AQ96bUwawE,0.4019,0.197,0,0.803
@nytimes,The Walt Disney Company is said to have resumed talks with 21st Century Fox about buying at least part of the compa… https://t.co/iwVERWFPli,0,0,0,1
@nytimes,RT @nytmike: Emails we obtained from inside the Trump transition team show just how much Trump’s aides were concerned about sanctions on De…,0,0,0,1
@nytimes,"RT @nytmike: A rare public statement on the record from the Special Counsel's office to the media: ""Immediately upon learning of the allega…",0.4019,0.114,0,0.886
@nytimes,"Some colleges have more students from the top 1% than the bottom 60. Find yours. https://t.co/coxMm43wI6 

This was… https://t.co/yeeDxmUf9B",0.2023,0.091,0,0.909
@nytimes,How 41 people in Lithuania took over your Facebook feed https://t.co/PhMNyYOq6p,0,0,0,1
@nytimes,RT @nytpolitics: Latest from the Senate: Vice President Mike Pence provided a tie-breaking vote to pass an amendment on the tax bill offere…,0,0,0,1
@nytimes,2 productions of plays by Israel Horovitz have been canceled after sexual misconduct accusations https://t.co/P80KB548cC,-0.0772,0.123,0.141,0.736
@nytimes,James Comey quoted a Bible passage about justice on Twitter just after Michael Flynn pleaded guilty https://t.co/emRNItBPA5,0.1531,0.168,0.139,0.693
@nytimes,Senate leaders say they have 50 votes needed to pass the tax bill https://t.co/3SmqOiU94X,0,0,0,1
@nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/Wwe03IwD5z https://t.co/sKhPFZlGcO,0,0,0,1
@nytimes,"Niger gave the Pentagon permission to fly armed drones there, a major expansion of the military’s footprint in Afri… https://t.co/zMarezjBnT",0,0,0,1
@nytimes,"Jay-Z sat down with Dean Baquet, the executive editor of The New York Times, for a discussion on race, rap, politic… https://t.co/1LyZyVdUG6",0,0,0,1
@nytimes,Your Christmas tree will probably cost more this year than last. Blame it on the Great Recession. https://t.co/c0td8cNzIh,-0.0258,0.169,0.214,0.617
@nytimes,"RT @jasondhorowitz: In Dhaka, Pope Francis begins finding his lost voice on Rohingya. US ambassador here asks “Do they have a voice?” https…",-0.3182,0,0.099,0.901
@nytimes,"""Where is the line between culturally appropriate dress and cultural appropriation?"" fashion critic @VVFriedman asks https://t.co/AlKaqyaARI",-0.2732,0,0.123,0.877
@nytimes,"A former employee said Matt Lauer summoned her to his office in 2001, locked the door and sexually assaulted her https://t.co/vXA6GZyLH8",-0.5267,0,0.152,0.848
@nytimes,"Trump falsely said the tax cut wouldn't benefit him, is the largest in history and hasn’t occurred since the 1980s https://t.co/OzMD2VnVq6",-0.5544,0,0.194,0.806
@nytimes,Watch live: California Gov. Jerry Brown discusses fighting climate change in the face of political headwinds https://t.co/YWIe798p9C,-0.3612,0,0.135,0.865
@nytimes,Senate voted to begin debate on the tax overhaul as GOP leaders continue trying to secure votes for final passage https://t.co/RNLBZ9aATV,0.34,0.107,0,0.893
@nytimes,North Korea's nuclear claims raise the question of whether a deal to freeze its arsenal could be a possibility https://t.co/rvMaMInyHB,0.0516,0.066,0,0.934
@nytimes,"Jay-Z on his marriage to Beyoncé: ""We were using our art almost like a therapy session."" https://t.co/LAHnDKIpFH",0.2975,0.128,0,0.872
@nytimes,"See the internet in real life, in our #Daily360: https://t.co/QIuZH8JUp4",0,0,0,1
@nytimes,"In the fall, @nytopinion went to North Korea to see if ""whether there is a real chance millions of people might die"" https://t.co/4Wy4yA4PS3",-0.4404,0.077,0.151,0.772
@nytimes,Prince Harry and Meghan Markle plan to wed in St. George’s Chapel at Windsor Castle in May 2018 https://t.co/ICid4Cq9qW,0,0,0,1
@nytimes,"""My 5-year-old son tells everyone that the hero, Miguel, is Latino 'just like me,' "" says one reader https://t.co/KEML48ycmK",0.7269,0.276,0,0.724
@nytimes,"RT @nytopinion: North Korea fired a ballistic missile today. In the fall, our journalists visited North Korea to understand whether war was…",-0.8176,0,0.283,0.717
