user,text,time,compound analysis,positive analysis,negative analysis,neutral analysis
@BBC,"Feel the rhythm! Feel the rhyme! Get on up, it's bobsled time! ❄️ 🇯🇲#CoolRunnings is on @BBCOne at 1:15pm.… https://t.co/i4D56lJwaz",Sat Dec 23 11:33:04 +0000 2017,0.0,0.0,0.0,1.0
@BBC,RT @bbcthree: The young woman helping those who are forgotten this time of year. https://t.co/xhkeowvwsP,Sat Dec 23 10:48:14 +0000 2017,0.0772,0.129,0.111,0.76
@BBC,RT @BBCOne: Polar bear cubs sliding around in snow are just the cutest. 💙 #SnowBears. Boxing Day on @BBCOne. https://t.co/1Tt5JrAX54,Sat Dec 23 10:45:47 +0000 2017,0.5859,0.174,0.0,0.826
@BBC,"Join this solitary green turtle as it bumps into another turtle at the cleaning station. 🐢

#ASlowOdyssey | @BBCFour https://t.co/l0qTDblIYn",Sat Dec 23 10:00:05 +0000 2017,0.296,0.115,0.0,0.885
@BBC,"Rhinovirus C., which was considered a uniquely human virus, has been found in chimps. 🐵😷
Scientists have found it c… https://t.co/CEUa96btBS",Sat Dec 23 10:00:05 +0000 2017,0.0,0.0,0.0,1.0
@BBC,"From breaking records in the swimming pool to becoming Australia's 'million dollar mermaid', this is the amazing st… https://t.co/UFQYjXCbrj",Sat Dec 23 09:03:03 +0000 2017,0.5859,0.174,0.0,0.826
@BBC,Presents! Chocolate for breakfast! Movie marathons! How much of a Christmas kidult are you? 🎅… https://t.co/AlYfskm5D6,Sat Dec 23 08:04:04 +0000 2017,0.0,0.0,0.0,1.0
@BBC,"🤰Expectant mothers are told to change many aspects of their lives, from eating more to being careful about flying.… https://t.co/EBDw4a4jC6",Fri Dec 22 19:59:04 +0000 2017,0.2177,0.089,0.0,0.911
@BBC,"😋🥗 Being vegan doesn’t mean missing out at Christmas. From mince pies to main courses, we’ve got plenty of festive… https://t.co/GKpfjOEZTG",Fri Dec 22 19:30:09 +0000 2017,-0.296,0.0,0.099,0.901
@BBC,Lenny is a dementia-friendly barber who travels around hospitals and nursing homes with his pop-up barbershop. ✂️💈… https://t.co/ZVEVn0x1zt,Fri Dec 22 19:00:02 +0000 2017,0.0,0.0,0.0,1.0
@BBC,"British passports will change from burgundy to blue after Britain leaves the EU, the Home Office has said.… https://t.co/jigptHLLgp",Fri Dec 22 18:33:04 +0000 2017,0.0,0.0,0.0,1.0
@BBC,"Will you be naughty or nice this year? 

11 tips for how to avoid an argument this Christmas.
👉… https://t.co/KpN3KV3EHr",Fri Dec 22 18:00:06 +0000 2017,-0.2263,0.114,0.192,0.694
@BBC,"'Across the houses we've studied, we've found almost 200,000 species of bacteria, fungi, plants and arthropods in d… https://t.co/Fu6ncjGiyd",Fri Dec 22 17:30:04 +0000 2017,0.0,0.0,0.0,1.0
@BBC,"Too good to be true? 

🍸 A scientist has developed a new type of alcohol which he says won't damage the liver or le… https://t.co/AI7n6UKoeo",Fri Dec 22 17:00:11 +0000 2017,0.8089,0.305,0.0,0.695
@BBC,Sliding home for Christmas... #FridayFeeling https://t.co/Kbj18HwPs2,Fri Dec 22 16:33:06 +0000 2017,0.0,0.0,0.0,1.0
@BBC,"Three twists on cheese straws. 🤤🧀

Full recipe here. 👉 https://t.co/6QChgz1tMP

@BBCFood https://t.co/tha0fUc3H6",Fri Dec 22 15:30:01 +0000 2017,0.0,0.0,0.0,1.0
@BBC,🐘❤️️ Baby elephants bundle up in woolly jumpers. https://t.co/koyh0ufD79 https://t.co/1O9N59Ytil,Fri Dec 22 15:00:10 +0000 2017,0.0,0.0,0.0,1.0
@BBC,RT @BBC_Teach: A very Merry Christmas and Happy New Year from everyone @BBC_Teach 🎄🎁🎅 Enjoy the holidays and we'll see you on the other sid…,Fri Dec 22 14:46:43 +0000 2017,0.923,0.399,0.0,0.601
@BBC,Some festive traditions aren't great for our planet. Here are five ways to have an eco-friendly Christmas. 🎄 🌎 ❤️️… https://t.co/8qvo2xYg6p,Fri Dec 22 14:30:04 +0000 2017,-0.0757,0.129,0.141,0.73
@BBC,Finishing work for Christmas like... 🤸🎄 https://t.co/KyNWQ3uUSs,Fri Dec 22 13:58:01 +0000 2017,0.0,0.0,0.0,1.0
@BBC,"Merry Pugsmas! 😍🎄

Via @BBCSouthNews https://t.co/DjPVAFLrJY",Fri Dec 22 13:30:01 +0000 2017,0.5848,0.431,0.0,0.569
@BBC,"Charles &amp; Ray Eames are known for their iconic chairs, but this was merely one facet of their work.… https://t.co/7Dw5bP33sl",Fri Dec 22 13:00:11 +0000 2017,0.0,0.0,0.0,1.0
@BBC,"Could West African cuisine be the next big food trend in the UK?

Via BBC Minute https://t.co/zAEhbCJX7H",Fri Dec 22 12:30:02 +0000 2017,0.0,0.0,0.0,1.0
@BBC,🎅🎸 Escape festive kitsch with this outsider Christmas playlist. 👉 https://t.co/YBRBBePrnY https://t.co/iwO9OGHnfQ,Fri Dec 22 12:00:08 +0000 2017,0.5719,0.343,0.0,0.657
@BBC,"From Peaky Blinders to Stranger Things, these 7 boxset soundtracks are spot on. 🎶👌 https://t.co/q11iwEBxDt https://t.co/Qc8GC0VAcM",Fri Dec 22 11:33:03 +0000 2017,0.0,0.0,0.0,1.0
@BBC,"pink and white or blue and grey? https://t.co/piCgGnat5E

Let the battle begin... https://t.co/8MG3m34nyn",Fri Dec 22 11:00:09 +0000 2017,-0.34,0.081,0.176,0.743
@BBC,Meet the little donkey who thinks he is the family dog. ❤️️ 🐶 https://t.co/kygPwSTcYb https://t.co/ciGFQCwmCG,Fri Dec 22 10:35:03 +0000 2017,0.0,0.0,0.0,1.0
@BBC,"A white-tailed sea eagle waterproofs its feathers from persistent Scottish coastal rain. 💦🦅

#ASlowOdyssey |… https://t.co/y5eeiAfbFA",Fri Dec 22 09:00:05 +0000 2017,0.0,0.0,0.0,1.0
@BBC,"'As soon as I came out I felt so free.' ❤️️

#EverydayHeroes | @BBCStories https://t.co/TjBkfBWJYn",Fri Dec 22 08:40:04 +0000 2017,0.0,0.0,0.0,1.0
@BBC,"RT @bbcmusic: Christmas Top Of The Pops is coming on December 25th, and this guy will DEFINITELY be there 💥
Watch: 25/12 12.20pm @BBCOne ✨…",Fri Dec 22 08:37:35 +0000 2017,0.6408,0.192,0.0,0.808
@BBC,"RT @bbcgetinspired: Meet 82-year-old Tony, who is simply amazing. 🙌 

Could you run the 100m when you are 100 years old? #GetInspired https…",Fri Dec 22 08:37:06 +0000 2017,0.5859,0.153,0.0,0.847
@BBC,"RT @BBCBreakfast: Prepare to fall in love! 😍💕 
@BBCOne https://t.co/a3829Crxry",Fri Dec 22 08:36:36 +0000 2017,0.6696,0.333,0.0,0.667
@BBC,"RT @bbcthree: We didn't know doing impressions of tape was a thing, but it's amazing. https://t.co/T2cvsnkzkI",Fri Dec 22 08:36:25 +0000 2017,0.7066,0.266,0.068,0.666
@BBC,RT @BBCFood: Christmas movies call for festive sofa snacks. Here are our favourite treats other than the usual suspects. https://t.co/Nye6w…,Fri Dec 22 08:36:07 +0000 2017,0.1531,0.128,0.103,0.769
@BBC,A new type of paper created from animal organ tissue could be used in fertility treatments and wound healing.… https://t.co/Seeunho4P3,Fri Dec 22 08:20:03 +0000 2017,0.25,0.1,0.0,0.9
@BBC,'Maybe you could deliver one of my presents to a child who needs it more?' ❤️️🎁 A 10-year-old's letter to Santa has… https://t.co/n5nVKrZJLM,Fri Dec 22 08:01:04 +0000 2017,0.0,0.0,0.0,1.0
@BBC,"🇷🇺 Across Russia, hundreds of small towns have been abandoned in the past 20 years after their main industry collap… https://t.co/fy2MoB0dgv",Fri Dec 22 07:38:04 +0000 2017,-0.4588,0.0,0.13,0.87
@BBC,"30 years since his death, @DarceyOfficial profiles the man she wishes she had danced with. Darcey Bussell: Looking… https://t.co/SBaFNoZjk4",Thu Dec 21 20:33:03 +0000 2017,-0.5106,0.071,0.173,0.756
@BBC,Ouch. 😬 ✂️ Introducing the man who castrated himself with scissors. #QI Via @BBCTwo https://t.co/G4rwAww4vU,Thu Dec 21 19:02:04 +0000 2017,0.0,0.0,0.0,1.0
@BBC,"Celebrate the British contribution to the original #StarWars. The Galaxy Britain Built: Droids, Darth Vader and Lig… https://t.co/jsro0hkOpK",Thu Dec 21 19:00:05 +0000 2017,0.7184,0.273,0.0,0.727
@BBC,"RT @BBCSpringwatch: Another sneak peek of Winterwatch 2018! 🎅🏾
We'll be getting to know sanderlings - have you ever seen one? https://t.co/…",Thu Dec 21 18:52:52 +0000 2017,0.0,0.0,0.0,1.0
@BBC,RT @BBCiPlayer: Did you know you can binge on our box sets without lifting a paw? https://t.co/S1ebNMJzgb,Thu Dec 21 18:52:42 +0000 2017,0.0,0.0,0.0,1.0
@BBC,RT @BBCNewsbeat: This is what happened to the teddy bears left in tribute after the Manchester attack in May https://t.co/yIcGuPCZMz,Thu Dec 21 18:52:30 +0000 2017,-0.4767,0.0,0.14,0.86
@BBC,Wallace and Gromit are called into action when a giant rabbit starts terrorising the town's veg patches. Wallace an… https://t.co/WM8rSevZZ6,Thu Dec 21 18:33:04 +0000 2017,-0.6124,0.0,0.182,0.818
@BBC,"'Thhparkling wine. I drink it all the time.' 😂🥂

#AbsolutelyChampers | 9pm | @BBCTwo | https://t.co/LNJNWjO97N https://t.co/csnAyuRMqG",Thu Dec 21 18:00:02 +0000 2017,0.0,0.0,0.0,1.0
@BBC,😋🎄 These easy Christmas recipes are the perfect place to start for a stress-free festive season. 👉… https://t.co/9hj4iGSDYv,Thu Dec 21 17:31:04 +0000 2017,0.8625,0.407,0.0,0.593
@BBC,"Gwendoline Christie was horrified when a fan asked for a toilet selfie. 🚽🤳

The Graham Norton Show | @BBCOne https://t.co/FBH7SSCnOD",Thu Dec 21 17:00:05 +0000 2017,-0.296,0.111,0.168,0.721
@BBC,RT @BBCFood: Cheese straws 3 ways. Which one will you choose for your party? 🤔 Full recipe here: https://t.co/TeImDPKYev #merrytwistmas htt…,Thu Dec 21 16:13:36 +0000 2017,0.4019,0.13,0.0,0.87
@BBC,From a lack of tourism to rising sea levels: here's how people in the Soloman Islands are tackling the nation's big… https://t.co/j3v1PpfFtc,Thu Dec 21 16:03:03 +0000 2017,-0.3182,0.0,0.103,0.897
@BBC,"RT @BBCOne: 🆕 @DavidWalliams is about to bring his best-selling children’s book, #GrandpasGreatEscape, to life… 

🌟 Also starring @ferrifru…",Thu Dec 21 15:58:15 +0000 2017,0.0,0.0,0.0,1.0
@BBC,RT @bbcthree: Michelle is the one in 5 million 20-year-old looking for love. #LivingDifferently https://t.co/r3tluju0o1,Thu Dec 21 15:49:29 +0000 2017,0.6369,0.244,0.0,0.756
@BBC,RT @AboutTheBBC: Ever wondered how they made the lightsabers in #StarWars? @david_insideout found the answer to this and much more whilst m…,Thu Dec 21 15:41:45 +0000 2017,0.0,0.0,0.0,1.0
@BBC,"'Harry tore his eyes from his head and threw them into the forest.'
👀⚡🌳
A computer's predictive text has given… https://t.co/dqgTAwyBfT",Thu Dec 21 15:02:04 +0000 2017,0.0,0.0,0.0,1.0
@BBC,Apple has confirmed suspicions that it does deliberately slow down some models of the iPhone as they age. 📱… https://t.co/UelsCRfuvB,Thu Dec 21 14:33:17 +0000 2017,-0.3612,0.0,0.116,0.884
@BBC,"RT @bbcpointswest: A Roman grave containing a lead coffin and more than 250 Roman coins is discovered in a field near Ilminster, Somerset.…",Thu Dec 21 14:10:36 +0000 2017,-0.3818,0.0,0.12,0.88
@BBC,"Overcome with dread each year when it comes to wrapping gifts? 
Fear not! Science holds the answer to successfully… https://t.co/tWqG4fez9f",Thu Dec 21 14:03:04 +0000 2017,-0.7574,0.0,0.265,0.735
@BBC,"Want to annoy the hell out of your family &amp; friends this Christmas? 

🎶 This is how to play 'Merry Christmas Everyb… https://t.co/ue4vzjbJGO",Thu Dec 21 13:34:03 +0000 2017,0.2023,0.305,0.222,0.473
@BBC,Official photographs to mark the engagement of Prince Harry and Meghan Markle have been released by… https://t.co/PVIyJhpnlt,Thu Dec 21 13:04:04 +0000 2017,0.4588,0.158,0.0,0.842
@BBC,"🇰🇷 Why South Koreans rarely use the word 'me'. 👉 https://t.co/x6wvB88ikg

@BBC_Travel https://t.co/TZULRjlt1V",Thu Dec 21 12:30:05 +0000 2017,0.0,0.0,0.0,1.0
@BBC,🎬  @KermodeMovie reviews Star Wars: The Last Jedi. 👉 https://t.co/wDBdtl4zPl https://t.co/GfNeFtFixo,Thu Dec 21 12:00:09 +0000 2017,-0.5574,0.0,0.31,0.69
@BBC,"🎶 @clarkepeters explores a collection of archive recordings to discover a forgotten musical history. 
Black Music i… https://t.co/c57D0B2xvH",Thu Dec 21 11:02:05 +0000 2017,-0.2263,0.0,0.119,0.881
@BBC,"RT @BBCTwo: Alan has autism and struggles with social interactions. 

He's applied for over 100 jobs... but nobody will give him a chance.…",Thu Dec 21 10:49:38 +0000 2017,-0.1901,0.0,0.077,0.923
@BBC,RT @bbcworldservice: Meet Tanzania's wheelchair tennis ace. 🎾 https://t.co/8no0KzbwZi,Thu Dec 21 10:39:07 +0000 2017,0.0,0.0,0.0,1.0
@BBC,"RT @BBCTwo: 9️⃣9️⃣9️⃣9️⃣9️⃣9️⃣9️⃣9️⃣9️⃣9️⃣

0️⃣2️⃣0️⃣1️⃣1️⃣8️⃣

#InsideNo9 @ReeceShearsmith https://t.co/UJmwZ7fW3v",Thu Dec 21 10:20:03 +0000 2017,0.0,0.0,0.0,1.0
@BBC,"RT @bbcweather: Just under 8 hours of daylight in #London today, but how does that compare to some others in northern Europe? #WinterSolsti…",Thu Dec 21 10:04:38 +0000 2017,0.0,0.0,0.0,1.0
@BBC,"They make lethal machines in sci-fi movies, but in reality, there are many challenges involved in making huge robot… https://t.co/sHdI5SeZK0",Thu Dec 21 10:02:03 +0000 2017,0.5267,0.196,0.0,0.804
@BBC,"Happy #WinterSolstice! ❄
Today has an average of 7h 49m of daylight (that's 8h 49m less than during the summer sols… https://t.co/Yz46N46UaN",Thu Dec 21 09:00:10 +0000 2017,0.6114,0.166,0.0,0.834
@BBC,"This group of people have a genetic condition which means they can't meet, so they've formed a virtual choir to rec… https://t.co/jsLnQPfjIG",Thu Dec 21 08:40:01 +0000 2017,0.0,0.0,0.0,1.0
@BBC,"'I kept my head down to survive the day at work.' 😢
Opening up about depression to your colleagues can be tough.… https://t.co/rMkuvxvwBd",Thu Dec 21 08:20:03 +0000 2017,-0.5719,0.0,0.15,0.85
@BBC,What a guy! Santa took some time out of his busy schedule to go on a special festive flight with these poorly child… https://t.co/xb1zoe7eFp,Thu Dec 21 08:03:05 +0000 2017,0.7177,0.231,0.0,0.769
@BBC,"❄️🌇 Frozen landscapes &amp; sunset palettes, these are your pictures of winter in Wales. 👉 https://t.co/seH9A84gFp https://t.co/1UM7UKBQxg",Thu Dec 21 07:38:10 +0000 2017,0.0,0.0,0.0,1.0
@BBC,RT @BBCTwo: CONFIRMED: #PeakyBlinders will return to @BBCTwo in 2019. 😎 https://t.co/YskoNrhezc,Wed Dec 20 22:24:51 +0000 2017,0.0,0.0,0.0,1.0
@BBC,"Tonight's #MockTheWeek Christmas special is filled with quizzes, challenges, outtakes and unseen material. Watch at… https://t.co/3uujbda1Bg",Wed Dec 20 20:17:04 +0000 2017,0.4588,0.222,0.0,0.778
@BBC,"RT @BBCRadio3: We’re currently *19* followers short of the 100,000 mark. Come on now, you’d like to give your favourite radio station the p…",Wed Dec 20 19:30:45 +0000 2017,0.3612,0.098,0.0,0.902
@BBC,RT @BBCArchive: #OTD 1982: John Cleese reluctantly agreed to an interview alongside Michael Palin. It was worth it - he got a Film 82 sweat…,Wed Dec 20 19:30:18 +0000 2017,0.3818,0.157,0.055,0.787
@BBC,"RT @bbcmusic: PURE GOOSEBUMPS ❤️
How stunning is this performance of 'Grace' by @RagNBoneManUK?
Watch in full 👉 https://t.co/KNWHYXPK4U htt…",Wed Dec 20 19:30:02 +0000 2017,0.3818,0.126,0.0,0.874
@FoxNews,"When asked asked how his relationship has changed - if at all - with @POTUS, @SenateMajLdr reflected on the Preside… https://t.co/sX2mQ7EpOi",Sun Dec 24 04:27:01 +0000 2017,0.0,0.0,0.0,1.0
@FoxNews,Iraqi Christians have raised a 30-ft. tall Christmas tree in Baghdad to celebrate both the holiday and the expulsio… https://t.co/gAYG5fwA8k,Sun Dec 24 04:25:03 +0000 2017,0.7506,0.274,0.0,0.726
@FoxNews,"On @foxandfriends ,"" Rev. @Franklin_Graham reacted to @POTUS's emphasis on the importance of mentioning #Christmas… https://t.co/532vOHPrvH",Sun Dec 24 04:19:03 +0000 2017,0.3612,0.143,0.0,0.857
@FoxNews,".@JCLayfield: ""The only thing that is bipartisan in D.C. is incompetence."" https://t.co/AqnSlgXPoK",Sun Dec 24 04:14:03 +0000 2017,0.0,0.0,0.0,1.0
@FoxNews,Iraq Christians celebrate #Christmas. https://t.co/IUhdSM3Zq6,Sun Dec 24 04:07:01 +0000 2017,0.5719,0.481,0.0,0.519
@FoxNews,Ben Stein slammed @TheDemocrats' opposition to @POTUS and the @GOP Congress's tax reform bill.… https://t.co/0HsCrcc4AN,Sun Dec 24 04:02:06 +0000 2017,0.0,0.0,0.0,1.0
@FoxNews,".@MikeOzanian: ""Where was the Republican Party when Obama was keeping other secrets of this deal? When he was wiret… https://t.co/cZtpp29cW9",Sun Dec 24 04:00:03 +0000 2017,0.4019,0.124,0.0,0.876
@FoxNews,OPINION: Trump's national security strategy shows he is willing to champion American values around the world https://t.co/lI4w3nnPZo,Sun Dec 24 03:55:56 +0000 2017,0.8402,0.391,0.0,0.609
@FoxNews,"Cabot Phillips on James Baker reassignment: ""This doesn't have as much to do with James Baker in some ways as it do… https://t.co/Qhyp3heL5V",Sun Dec 24 03:44:50 +0000 2017,0.0,0.0,0.0,1.0
@FoxNews,"On #StreetJustice, @JudgeJeanine asks people what they'd get President @realDonaldTrump for Christmas. https://t.co/Lzwgbxewxq",Sun Dec 24 03:28:53 +0000 2017,0.0,0.0,0.0,1.0
@FoxNews,"The Bethlehem Police Department took to @facebook to wish a ""happy and joyous holiday season."" https://t.co/F93cF48PuK",Sun Dec 24 03:20:12 +0000 2017,0.9217,0.545,0.0,0.455
@FoxNews,"Daniel Crenshaw on morale in the military: ""Morale is picking up under [@POTUS] and that's because he's unleashing… https://t.co/MZI9r2imSY",Sun Dec 24 03:12:02 +0000 2017,0.0,0.0,0.0,1.0
@FoxNews,"Daniel Crenshaw on @POTUS' pillars of security: ""Making America competitive all around the world, that's part of na… https://t.co/t86ykD67Wo",Sun Dec 24 03:09:49 +0000 2017,0.4767,0.194,0.0,0.806
@FoxNews,".@LisaDaftari on national security: ""It's very tough to turn back eight years of this apologist foreign policy that… https://t.co/5LhfXvhRFl",Sun Dec 24 03:05:58 +0000 2017,0.1548,0.113,0.085,0.802
@FoxNews,"With immigrant pardons, Gov. Brown butts heads again with White House https://t.co/ZGY1G2hMRQ",Sun Dec 24 02:59:04 +0000 2017,0.296,0.167,0.0,0.833
@FoxNews,"J. Christian Adams on anti-Trump texts from FBI agents: ""That's not a gang of neutral people. That's a gang of peop… https://t.co/u8P9q2WAe5",Sun Dec 24 02:55:30 +0000 2017,0.0,0.0,0.0,1.0
@FoxNews,"Capri Cafaro on Democrats heading into 2018 midterms: ""Democrats really need to show what they are going to offer f… https://t.co/C0n2LQFXfx",Sun Dec 24 02:39:09 +0000 2017,0.0,0.0,0.0,1.0
@FoxNews,".@LawrenceBJones3 on judge partially lifting @realDonaldTrump's travel ban: ""This is why we need good conservative… https://t.co/2V9yKOI471",Sun Dec 24 02:34:43 +0000 2017,-0.1779,0.141,0.176,0.683
@FoxNews,".@RonDeSantisFL on FBI investigation: ""If the FBI isn't gonna give us the information that we're asking for in term… https://t.co/dcFLvyoAXR",Sun Dec 24 02:30:58 +0000 2017,0.0,0.0,0.0,1.0
@FoxNews,"Clifford May on @POTUS' national security strategy: ""President @realDonaldTrump believes that we should be leading… https://t.co/RFyzZ9nfYB",Sun Dec 24 02:20:17 +0000 2017,0.34,0.138,0.0,0.862
@FoxNews,North Korea says it will ‘make the US bitterly regret its strategy' https://t.co/HXKQVAnhDh,Sun Dec 24 02:16:39 +0000 2017,-0.7003,0.0,0.345,0.655
@FoxNews,".@kayleighmcenany on Tim Scott being called ""prop"" at @POTUS' tax remarks: ""[Democrats] didn't see his achievement.… https://t.co/xJuJtJT2D4",Sun Dec 24 02:06:31 +0000 2017,0.0,0.0,0.0,1.0
@FoxNews,Homeland Security says chain migration let terrorism-related suspects into U.S. https://t.co/Rc6Cc0sjoq,Sun Dec 24 01:59:51 +0000 2017,0.0,0.174,0.174,0.652
@FoxNews,"Lt. Col. Allen West on Susan Rice blasting @POTUS' ""America First"" strategy: ""I think that we are seeing... is a co… https://t.co/fMWqAZhwBa",Sun Dec 24 01:56:38 +0000 2017,0.0,0.0,0.0,1.0
@FoxNews,"Lt. Col. Allen West on Susan Rice blasting @POTUS' 'America First' policy: ""You think about what President… https://t.co/SVgvooAGav",Sun Dec 24 01:53:44 +0000 2017,0.0,0.0,0.0,1.0
@FoxNews,Judge partially lifts Trump administration refugee ban https://t.co/z4BTNC1T36,Sun Dec 24 01:45:59 +0000 2017,-0.5574,0.0,0.34,0.66
@FoxNews,"On @WattersWorld, Anthony @Scaramucci discussed what President @realDonaldTrump's legacy will be following his vict… https://t.co/PoZSV77yS0",Sun Dec 24 01:42:27 +0000 2017,0.0,0.0,0.0,1.0
@FoxNews,".@Scaramucci on the media targeting @realDonaldTrump: ""They're gonna continue to hit him cause he represents change… https://t.co/qSk5Ylh5PO",Sun Dec 24 01:29:57 +0000 2017,0.0,0.0,0.0,1.0
@FoxNews,".@Scaramucci on @PressSec: ""There's a sense of kindness about Sarah and I think the American people see that and ap… https://t.co/BSSiQFWxbc",Sun Dec 24 01:21:33 +0000 2017,0.4588,0.143,0.0,0.857
@FoxNews,".@Scaramucci on 2018 midterms: ""I think if [@POTUS] just stays on course, he gets out there and he does the beautif… https://t.co/yRhg52JgXk",Sun Dec 24 01:14:35 +0000 2017,0.0,0.0,0.0,1.0
@FoxNews,".@Scaramucci on @POTUS heading into 2018 midterms: ""People are waking up that he has the right policies.""… https://t.co/aD7swSX6zP",Sun Dec 24 01:12:05 +0000 2017,0.0,0.0,0.0,1.0
@FoxNews,".@Scaramucci on @POTUS: ""What the Trump legacy is going to be about is empowering working class families and middle… https://t.co/bTUcTi7NI6",Sun Dec 24 01:07:30 +0000 2017,0.0,0.0,0.0,1.0
@FoxNews,Twitter rules Rosie O’Donnell’s Ben Shapiro tweets were not abusive https://t.co/Ux9WjmMro2,Sun Dec 24 01:03:47 +0000 2017,0.5216,0.252,0.0,0.748
@FoxNews,Fire at famed London Zoo is believed to have killed 5 animals https://t.co/ZeZ9774quU,Sun Dec 24 00:54:08 +0000 2017,-0.7845,0.0,0.408,0.592
@FoxNews,"Jamie Weinstein on @POTUS working with Democrats in 2018: ""He has to be able to work with Democrats if he wants to… https://t.co/VwdSK1IpJe",Sun Dec 24 00:51:19 +0000 2017,0.0,0.0,0.0,1.0
@FoxNews,"Jamie Weinstein on @POTUS passing tax reform: ""His critics didn't think that he could even get it done, much less t… https://t.co/oMZPatt1eY",Sun Dec 24 00:46:33 +0000 2017,-0.296,0.0,0.095,0.905
@FoxNews,"AG Jeff Sessions orders @TheJusticeDept review after report @BarackObama administration gave Hezbollah a pass, via… https://t.co/kNyswlXSX8",Sun Dec 24 00:45:00 +0000 2017,0.0,0.0,0.0,1.0
@FoxNews,"Marijuana for Christmas, and lots of it, reportedly found in elderly couple's truck https://t.co/Y81oWwGmnW",Sun Dec 24 00:41:11 +0000 2017,0.0,0.0,0.0,1.0
@FoxNews,".@KarlRove: ""[@POTUS] should downplay politics. He's not very popular and the way to become more popular is to beco… https://t.co/DbQ1drrkdy",Sun Dec 24 00:29:44 +0000 2017,-0.6246,0.0,0.221,0.779
@FoxNews,"Chicago woman paid $4,000 to have man killed, prosecutors say https://t.co/Yf3bkCcwD2",Sun Dec 24 00:24:37 +0000 2017,-0.6705,0.0,0.31,0.69
@FoxNews,Pennsylvania family ordered to take down Jesus Christmas display after neighbor said it was ‘offensive’ https://t.co/atKA0AbhAI,Sun Dec 24 00:17:15 +0000 2017,0.0,0.0,0.0,1.0
@FoxNews,Christmas present for Navy trainee's mom beats anything bought at a store https://t.co/lVWUizVhRE,Sun Dec 24 00:11:51 +0000 2017,0.0,0.0,0.0,1.0
@FoxNews,"The Bethlehem Police Department took to @facebook to wish a ""happy and joyous holiday season."" https://t.co/U3iRIfKbtV",Sat Dec 23 23:47:18 +0000 2017,0.9217,0.545,0.0,0.455
@FoxNews,"Harry Kazianis on North Korea: ""The Chinese are actually probably more scared of the North Koreans than we are."" https://t.co/A7s8JHD3DS",Sat Dec 23 23:44:33 +0000 2017,-0.4927,0.0,0.144,0.856
@FoxNews,"Harry Kazianis on North Korea: ""The Achilles' heel of North Korea is their broken economy. Their economy is only wo… https://t.co/8jAK2kqHNE",Sat Dec 23 23:39:52 +0000 2017,-0.4767,0.0,0.134,0.866
@FoxNews,"Harry Kazianis on North Korea attacking the Olympics: ""It would unite the whole international community against Kim… https://t.co/PBNJG7JsTF",Sat Dec 23 23:36:51 +0000 2017,-0.4588,0.0,0.15,0.85
@FoxNews,".@JohnFund on government shutdown: ""The only thing that makes Congress work is a deadline and even then that doesn'… https://t.co/rKfZ0aCczL",Sat Dec 23 23:26:14 +0000 2017,0.0,0.0,0.0,1.0
@FoxNews,A look at the GOP's agenda for 2018. https://t.co/qupuBFmfLR https://t.co/RflVv4CwHJ,Sat Dec 23 23:17:00 +0000 2017,0.0,0.0,0.0,1.0
